id	Kode Proses	Finish	Part Name	Part Number	Process Name	Process Description	Cust. Name	Line	CT/PCS	Pcs/Jam	Cavity	
	7243	FG-YMI-0633	"BRKT.,TAIL 2"	B6H-F475V-00-00-80	Final Check	Check Visual + Marking + Packing	YIMM	SPOT WELDING	5	720	1	
	7244	FG-YMI-0639	"HOLDER,BRAKE HOSE 1"	B6H-F5875-00-00-80	Final Check	Check Visual + Marking Packing (export)	YIMM	CHECK FINISH EXP	15	240	1	
	7245	FG-YMI-0639	"HOLDER,BRAKE HOSE 1"	B6H-F5875-00-00-80	Final Check	Check Visual + Marking Packing	YIMM	CHECK FINISH	5.496183206	655	1	
	7246	FG-YMI-0628	"HOLDER,BRAKE HOSE 4"	B6H-F587A-00	Bending	Bending 4~5	YIMM	PRESSING 1	13	276.9230769	1	
	7247	FG-YMI-0628	"HOLDER,BRAKE HOSE 4"	B6H-F587A-00-00-80	Final Check	Check Hole + Marking + Packing (export)	YIMM	CHECK FINISH EXP	12	300	1	
	7248	FG-YMI-0628	"HOLDER,BRAKE HOSE 4"	B6H-F587A-00-00-80	Final Check	Check Hole + Marking + Packing	YIMM	CHECK FINISH	5.5	654.5454545	1	
	7249	FG-YMI-0627	Holder Brake Hose 3	B6H-F5887-00	Bending	Bending 3	YIMM	PRESSING 1	8.02	448.8778055	1	
	7250	FG-YMI-0627	"HOLDER,BRAKE HOSE 3"	B6H-F5887-00	Bending	Bending 1+2	YIMM	PRESSING 1	7.003891051	514	1	
	7251	FG-YMI-0627	"HOLDER,BRAKE HOSE 3"	B6H-F5887-00	Bending	Bending 3	YIMM	PRESSING 1	4.5	800	1	
	7252	FG-YMI-0627	"HOLDER,BRAKE HOSE 3"	B6H-F5887-00	Bending	Bending 1+2+3	YIMM	PRESSING 1	8.96	401.7857143	1	
	7253	FG-YMI-0627	"HOLDER,BRAKE HOSE 3"	B6H-F5887-00-00-80	Final Check	Check Visual + Marking + Packing	YIMM	CHECK FINISH	5.496183206	655	1	
	7254	FG-YMI-0627	"HOLDER,BRAKE HOSE 3"	B6H-F5887-00-00-80	Final Check	Check Visual + Marking + Packing (Export)	YIMM	CHECK FINISH EXP	8	450	1	
	7255	FG-YMI-0629	HOLDER BRAKE HOSE 5	B6H-F588F-00	Bending	Bending 1 + 2	YIMM	PRESSING 1	6	600	1	
	7256	0	Holder Brake Hose 5	B6H-F588F-00	Bending	"Bending 4, 5"	YIMM	PRESSING 1	7	514.2857143	1	
	7257	FG-YMI-0629	"HOLDER,BRAKE HOSE 5"	B6H-F588F-00	Bending	"Bending 6,7"	YIMM	PRESSING 1	10	360	1	
	7258	FG-YMI-0629	"HOLDER,BRAKE HOSE 5"	B6H-F588F-00-00-80	Final Check	Check Visual + Marking Packing (export)	YIMM	CHECK FINISH EXP	9	400	1	
	7259	FG-YMI-0629	"HOLDER,BRAKE HOSE 5"	B6H-F588F-00-00-80	Final Check	Check Visual + Marking Packing	YIMM	CHECK FINISH	6	600	1	
	7260	0	HOLDER BRAKE HOSE 6	B6H-F588G-00-00-80	Final Check	Check Visual + Marking Packing	YIMM	CHECK FINISH	4	900	1	
	7261	0	HOLDER BRAKE HOSE 6	B6H-F588G-00-00-80	Final Check	Check Visual + Marking Packing (export)	YIMM	CHECK FINISH EXP	4	900	1	
	7262	FG-YMI-0716	"HOLDER,BRAKE HOSE 6"	B6HF588G100080	Final Check	CHEK VISUAL + MARKING + PACKING (Export)	YIMM	CHECK FINISH EXP	13.63636364	264	1	
	7263	FG-YMI-0716	HOLDER BRAKE HOSE 6	B6H-F588G-10-00-80	Assy	Assy Welding Manual	YIMM	WELDING ROBOT	21	171.4285714	1	
	7264	FG-YMI-0716	HOLDER BRAKE HOSE 6	B6H-F588G-10-00-80	Final Check	Check Visual + Marking Packing	YIMM	CHECK FINISH	4	900	1	
	7265	FG-YMI-0637	"BRACKET,MAIN SWITCH"	B6H-H251P-00	Spot	Assy Spot M6 2 Pcs	YIMM	SPOT WELDING	5.863192182	614	1	
	7266	FG-YMI-0637	"BRACKET,MAIN SWITCH"	B6H-H251P-00-00-80	Assy	Assy Boss + Assy Patch (1 Set)	YIMM	WELDING ROBOT	21.05263158	171	1	
	7267	FG-YMI-0637	"BRACKET,MAIN SWITCH"	B6H-H251P-00-00-80	Assy	Assy Weld	YIMM	WELDING ROBOT	18	200	1	
	7268	FG-YMI-0637	"BRACKET,MAIN SWITCH"	B6H-H251P-00-00-80	Final Check	Check Jig Pokayoke + Roll Tap + Visual + Marking + Packing 40 Pcs (EXPORT)	YIMM	CHECK FINISH EXP	18	200	1	
	7269	FG-YMI-0637	"BRACKET,MAIN SWITCH"	B6H-H251P-00-00-80	Final Check	Check Jig Pokayoke + Roll Tap + Visual + Marking + Packing 40 Pcs	YIMM	CHECK FINISH	18	200	1	
	7270	FG-YMI-0638	HOLDER	B6H-H419A-00-00-80	Final Check	Check Visual + Marking + Packing	YIMM	CHECK FINISH	7.003891051	514	1	
	7271	FG-YMI-0691	"WIRE,HOLDER 2"	B6WF3319000080	Final Check	Check Visual + Marking + Packing	YIMM	CHECK FINISH	10.88	330.8823529	1	
	7272	FG-YMI-0691	"WIRE,HOLDER 2"	B6WF3319000080	Final Check	CHEK VISUAL + PACKING (EXPORT)	YIMM	CHECK FINISH EXP	16	225	1	
	7273	FG-YMI-0690	"HOLDER,BRAKE HOSE 3"	B6WF5887000080	Final Check	Final Check	YIMM	CHECK FINISH	11.25	320	1	
	7274	FG-YMI-0690	"HOLDER,BRAKE HOSE 3"	B6WF5887000080	Final Check	Final Check (EXPORT)	YIMM	CHECK FINISH EXP	8	450	1	
	7275	FG-YMI-0690	"HOLDER,BRAKE HOSE 3"	B6W-F5887-00-00-80	Final Check	Check Visual + Marking + Packing (EXPORT)	YIMM	CHECK FINISH EXP	8	450	1	
	7276	0	Bracket Seat 1	B74-F1341-00	Assy	Assy Welding 1~3	YIMM	WELDING ROBOT	53	67.9245283	1	
	7277	0	Bracket Seat 1	B74-F1341-00-00-80	Check After Assy	Check Total & Ulir	YIMM	WELDING ROBOT	47	76.59574468	1	
	7278	FG-YMI-0454	"BRKT.,MAIN STAND 1"	B74-F1437-00	Assy	Assy Welding	YIMM	WELDING UMUM	57.14285714	63	1	
	7279	FG-YMI-0454	"BRKT.,MAIN STAND 1"	B74-F1437-00	Check After Assy	Cek Total By insp jig & Visual	YIMM	WELDING UMUM	65.45454545	55	1	
	7280	FG-YMI-0454	"BRKT.,MAIN STAND 1"	B74-F1437-00	Assy	Assy Welding	YIMM	WELDING ROBOT	57.14285714	63	1	
	7281	FG-YMI-0454	"BRKT.,MAIN STAND 1"	B74-F1437-00	Check After Assy	Cek Total By insp jig & Visual	YIMM	WELDING ROBOT	65.45454545	55	1	
	7282	FG-YMI-0455	"BRKT.,MAIN STAND 2"	B74F1438000080	Assy	Assy Welding	YIMM	WELDING ROBOT	36	100	1	
	7283	FG-YMI-0455	"BRKT.,MAIN STAND 2"	B74F1438000080	Check After Assy	Cek Total By insp jig & Visual	YIMM	WELDING ROBOT	42.35294118	85	1	
	7284	FG-YMI-0457	"BRKT.,6"	B74F149T000080	Check After Assy	Check	YIMM	WELDING ROBOT	59.01639344	61	1	
	7285	FG-YMI-0457	"BRKT.,6"	B74F149T000080	Assy	Assy	YIMM	WELDING ROBOT	53.73134328	67	1	
	7286	FG-YMI-0457	Bracket 6	B74-F149T-00-00-80	Check After Assy	Check Total Insp. Jig + Packing	YIMM	WELDING ROBOT	60	60	1	
	7287	FG-YMI-0457	Bracket 6	B74-F149T-00-00-80	Assy	Assy Welding 1~2	YIMM	WELDING ROBOT	49	73.46938776	1	
	7288	FG-YMI-0450	"BRKT.,FUEL PUMP 1"	B74-F4425-00	Assy	Assy Weld 	YIMM	WELDING ROBOT	16.36363636	220	1	
	7289	FG-YMI-0450	"BRKT.,FUEL PUMP 1"	B74F4425000080	Check After Assy	Check After Assy	YIMM	WELDING ROBOT	12	300	1	
	7290	0	Handle Comp	B74-F6110-00	Final Check	Check Inspection Jig + Packing + Visual + Tap + Marking	YIMM	HANDLE COMP CHECK	101.65	35.41564191	1	
	7291	FG-YMI-0444	HANDLE COMP	B74-F6110-00	Assy	Assy 1 ~ 3	YIMM	HANDLE COMP ASSY	109.0909091	33	1	
	7292	FG-YMI-0451	"BRACKET,MAIN SWITCH"	B74-H251P-00	Assy	Assy	YIMM	WELDING ROBOT	30.25210084	119	1	
	7293	FG-YMI-0451	"BRACKET,MAIN SWITCH"	B74-H251P-00	Check After Assy	Visual + Check Jig + Buang Spatter	YIMM	WELDING ROBOT	25.6	140.625	1	
	7294	FG-YMI-0451	"BRACKET,MAIN SWITCH"	B74-H251P-00	Check After Assy	Cek After Assy	YIMM	WELDING UMUM	12	300	1	
	7295	FG-YMI-0451	"BRACKET,MAIN SWITCH"	B74-H251P-00	Check After Assy	Visual + Buang Spatter	YIMM	WELDING UMUM	20.66	174.249758	1	
	7296	FG-YMI-0945	"BRACKET,MAIN SWITCH"	B74H251P010080	Assy	Assy	YIMM	WELDING ROBOT	30.25210084	119	1	
	7297	FG-YMI-0945	"BRACKET,MAIN SWITCH"	B74H251P010080	Check After Assy	Visual + Buang Spatter	YIMM	WELDING ROBOT	25.6	140.625	1	
	7298	FG-YMI-0651	HANDLE 	B9T-F6111-00	Bender	Bending Roll	YIMM	HANDLE COMP ASSY	23.52941176	153	1	
	7299	FG-YMI-0651	HANDLE 	B9T-F6111-00	Assy	Assy 1 + 2 	YIMM	HANDLE COMP ASSY	67.9245283	53	1	
	7300	FG-YMI-0651	HANDLE 	B9T-F6111-00	Final Check	Final Check	YIMM	HANDLE COMP CHECK	173	20.80924855	1	
	7301	FG-YMI-0703	PLATE ( PLATE BBP )	BBP-E4146-00	Restrike	Restriking + Pierce	YIMM	PRESSING 1	11	327.2727273	1	
	7302	FG-YMI-0703	PLATE	BBP-E4146-00-00-80	Final Check	Check Insp. Jig + Visual + Marking + Packing (EXPORT)	YIMM	CHECK FINISH EXP	20	180	1	
	7303	FG-YMI-0703	PLATE	BBP-E4146-00-00-80	Final Check	Check Insp. Jig + Visual + Marking + Packing	YIMM	CHECK FINISH	20	180	1	
	7304	FG-YMI-0693	Handle	BBS-F6111-00	Bender	Bending Roll	YIMM	HANDLE COMP ASSY	23.5	153.1914894	1	
	7305	FG-YMI-0693	HANDLE SUB ASSY 	BBS-F6111-00	Final Check	Check Visual + Assy Komponen 1~3	YIMM	HANDLE COMP CHECK	257.1428571	14	1	
	7306	FG-YMI-0693	HANDLE SUB ASSY 	BBS-F6111-00	Final Check	Check Finish + Packing	YIMM	HANDLE COMP CHECK	12	300	1	
	7307	FG-YMI-0736	"BRKT.,ENG.2"	BEJF1419000080	Assy	Assy Welding	YIMM	WELDING ROBOT	42.85714286	84	1	
	7308	FG-YMI-0736	"BRKT.,ENG.2"	BEJF1419000080	Check After Assy	Cek Total	YIMM	WELDING ROBOT	42.85714286	84	1	
	7309	FG-YMI-0736	"BRKT.,ENG.2"	BEJF1419000080	Assy	Assy Welding	YIMM	WELDING ROBOT	29.03225806	124	1	
	7310	FG-YMI-0735	"BRKT.,SWITCH"	BEJF1453000080	Check After Assy	Cek Total	YIMM	WELDING ROBOT	25	144	1	
	7311	FG-YMI-0735	"BRKT.,SWITCH"	BEJF1453000080	Assy	Assy Welding	YIMM	WELDING ROBOT	36	100	1	
	7312	FG-YMI-0737	"BRKT.,SIDE STAND"	BEJF1458000080	Assy	Assy welding  ( Set 1 + Set 2 )	YIMM	WELDING UMUM	24.4	147.5409836	1	
	7313	FG-YMI-0737	"BRKT.,SIDE STAND"	BEJF1458000080	Check After Assy	Check	YIMM	WELDING UMUM	36	100	1	
	7314	FG-YMI-0760	"STAY,FENDER 1"	BEJF1513000080	Assy	Assy Welding	YIMM	WELDING UMUM	33.02752294	109	1	
	7315	FG-YMI-0760	"STAY,FENDER 1"	BEJF1513000080	Check After Assy	Cek Total	YIMM	WELDING UMUM	33.02752294	109	1	
	7316	FG-YMI-0761	"HOLDER,WIRE"	BEJF3317000080	Check After Assy	Cek Total	YIMM	WELDING ROBOT	24	150	1	
	7317	FG-YMI-0761	"HOLDER,WIRE"	BEJF3317000080	Assy	Assy Welding	YIMM	WELDING ROBOT	23	156.5217391	1	
	7318	FG-YMI-0762	HANDLE COMP	BEJ-F6110-00	Check After Assy	Check Visual + Balancing	YIMM	HANDLE COMP ASSY	60	60	1	
